image_path,cluster_id,emotion
final_dataset\fear_14925.jpg,0,Surprised
final_dataset\fear_14927.jpg,5,Sad
final_dataset\fear_14928.jpg,4,Calm
final_dataset\fear_14929.jpg,2,Neutral
final_dataset\fear_14935.jpg,2,Neutral
final_dataset\fear_14931.jpg,0,Surprised
final_dataset\fear_14934.jpg,1,Stressed
final_dataset\fear_14932.jpg,0,Surprised
final_dataset\fear_14933.jpg,0,Surprised
final_dataset\fear_14938.jpg,4,Calm
final_dataset\fear_14937.jpg,0,Surprised
final_dataset\fear_14936.jpg,3,Angry
final_dataset\fear_14940.jpg,5,Sad
final_dataset\fear_14939.jpg,0,Surprised
final_dataset\fear_14943.jpg,4,Calm
final_dataset\fear_14942.jpg,0,Surprised
final_dataset\fear_14945.jpg,1,Stressed
final_dataset\fear_14944.jpg,0,Surprised
final_dataset\fear_14941.jpg,2,Neutral
final_dataset\fear_14949.jpg,2,Neutral
final_dataset\fear_14947.jpg,1,Stressed
final_dataset\fear_14948.jpg,4,Calm
final_dataset\fear_14946.jpg,2,Neutral
final_dataset\fear_14951.jpg,2,Neutral
final_dataset\fear_14954.jpg,0,Surprised
final_dataset\fear_14950.jpg,2,Neutral
final_dataset\fear_14952.jpg,0,Surprised
final_dataset\fear_14959.jpg,3,Angry
final_dataset\fear_14953.jpg,2,Neutral
final_dataset\fear_14957.jpg,2,Neutral
final_dataset\fear_14956.jpg,4,Calm
final_dataset\fear_14955.jpg,4,Calm
final_dataset\fear_14961.jpg,2,Neutral
final_dataset\fear_14960.jpg,0,Surprised
final_dataset\fear_14958.jpg,4,Calm
final_dataset\fear_14963.jpg,4,Calm
final_dataset\fear_14962.jpg,2,Neutral
final_dataset\fear_14964.jpg,4,Calm
final_dataset\fear_14966.jpg,3,Angry
final_dataset\fear_14965.jpg,4,Calm
final_dataset\fear_14967.jpg,1,Stressed
final_dataset\fear_14970.jpg,2,Neutral
final_dataset\fear_14968.jpg,4,Calm
final_dataset\fear_14969.jpg,4,Calm
final_dataset\fear_14972.jpg,4,Calm
final_dataset\fear_14971.jpg,1,Stressed
final_dataset\fear_14978.jpg,2,Neutral
final_dataset\fear_14977.jpg,4,Calm
final_dataset\fear_14974.jpg,6,Happy
final_dataset\fear_14976.jpg,6,Happy
final_dataset\fear_14973.jpg,4,Calm
final_dataset\fear_14975.jpg,6,Happy
final_dataset\fear_14980.jpg,2,Neutral
final_dataset\fear_14979.jpg,4,Calm
final_dataset\fear_14981.jpg,0,Surprised
final_dataset\fear_14987.jpg,0,Surprised
final_dataset\fear_14983.jpg,0,Surprised
final_dataset\fear_14982.jpg,5,Sad
final_dataset\fear_14986.jpg,2,Neutral
final_dataset\fear_14984.jpg,2,Neutral
final_dataset\fear_14985.jpg,1,Stressed
final_dataset\fear_14989.jpg,4,Calm
final_dataset\fear_14988.jpg,4,Calm
final_dataset\fear_14993.jpg,2,Neutral
final_dataset\fear_14990.jpg,2,Neutral
final_dataset\fear_14991.jpg,2,Neutral
final_dataset\fear_14992.jpg,1,Stressed
final_dataset\fear_14996.jpg,5,Sad
final_dataset\fear_14994.jpg,4,Calm
final_dataset\happy_15001.jpg,2,Neutral
final_dataset\fear_14999.jpg,4,Calm
final_dataset\fear_14995.jpg,2,Neutral
final_dataset\happy_15000.jpg,4,Calm
final_dataset\fear_14998.jpg,0,Surprised
final_dataset\happy_15004.jpg,2,Neutral
final_dataset\happy_15002.jpg,2,Neutral
final_dataset\fear_14997.jpg,4,Calm
final_dataset\happy_15005.jpg,1,Stressed
final_dataset\happy_15003.jpg,4,Calm
final_dataset\happy_15008.jpg,2,Neutral
final_dataset\happy_15006.jpg,2,Neutral
final_dataset\happy_15009.jpg,2,Neutral
final_dataset\happy_15007.jpg,2,Neutral
final_dataset\happy_15011.jpg,1,Stressed
final_dataset\happy_15010.jpg,4,Calm
final_dataset\happy_15013.jpg,2,Neutral
final_dataset\happy_15012.jpg,1,Stressed
final_dataset\happy_15020.jpg,6,Happy
final_dataset\happy_15017.jpg,4,Calm
final_dataset\happy_15015.jpg,1,Stressed
final_dataset\happy_15014.jpg,3,Angry
final_dataset\happy_15016.jpg,2,Neutral
final_dataset\happy_15018.jpg,3,Angry
final_dataset\happy_15019.jpg,0,Surprised
final_dataset\happy_15023.jpg,4,Calm
final_dataset\happy_15022.jpg,3,Angry
final_dataset\happy_15021.jpg,1,Stressed
final_dataset\happy_15028.jpg,4,Calm
final_dataset\happy_15024.jpg,2,Neutral
final_dataset\happy_15026.jpg,4,Calm
final_dataset\happy_15025.jpg,2,Neutral
final_dataset\happy_15027.jpg,4,Calm
final_dataset\happy_15029.jpg,1,Stressed
final_dataset\happy_15032.jpg,4,Calm
final_dataset\happy_15035.jpg,4,Calm
final_dataset\happy_15037.jpg,1,Stressed
final_dataset\happy_15031.jpg,1,Stressed
final_dataset\happy_15030.jpg,4,Calm
final_dataset\happy_15033.jpg,2,Neutral
final_dataset\happy_15041.jpg,1,Stressed
final_dataset\happy_15034.jpg,1,Stressed
final_dataset\happy_15036.jpg,3,Angry
final_dataset\happy_15038.jpg,4,Calm
final_dataset\happy_15039.jpg,1,Stressed
final_dataset\happy_15042.jpg,4,Calm
final_dataset\happy_15040.jpg,1,Stressed
final_dataset\happy_15047.jpg,3,Angry
final_dataset\happy_15045.jpg,4,Calm
final_dataset\happy_15043.jpg,1,Stressed
final_dataset\happy_15044.jpg,2,Neutral
final_dataset\happy_15046.jpg,1,Stressed
final_dataset\happy_15049.jpg,2,Neutral
final_dataset\happy_15051.jpg,4,Calm
final_dataset\happy_15050.jpg,2,Neutral
final_dataset\happy_15048.jpg,2,Neutral
final_dataset\happy_15054.jpg,0,Surprised
final_dataset\happy_15055.jpg,3,Angry
final_dataset\happy_15053.jpg,2,Neutral
final_dataset\happy_15058.jpg,4,Calm
final_dataset\happy_15056.jpg,1,Stressed
final_dataset\happy_15052.jpg,2,Neutral
final_dataset\happy_15061.jpg,1,Stressed
final_dataset\happy_15059.jpg,4,Calm
final_dataset\happy_15060.jpg,1,Stressed
final_dataset\happy_15057.jpg,2,Neutral
final_dataset\happy_15062.jpg,2,Neutral
final_dataset\happy_15065.jpg,2,Neutral
final_dataset\happy_15063.jpg,2,Neutral
final_dataset\happy_15064.jpg,1,Stressed
final_dataset\happy_15067.jpg,4,Calm
final_dataset\happy_15066.jpg,2,Neutral
final_dataset\happy_15071.jpg,4,Calm
final_dataset\happy_15068.jpg,3,Angry
final_dataset\happy_15074.jpg,6,Happy
final_dataset\happy_15069.jpg,3,Angry
final_dataset\happy_15070.jpg,3,Angry
final_dataset\happy_15072.jpg,1,Stressed
final_dataset\happy_15073.jpg,0,Surprised
final_dataset\happy_15075.jpg,0,Surprised
final_dataset\happy_15078.jpg,4,Calm
final_dataset\happy_15076.jpg,2,Neutral
final_dataset\happy_15082.jpg,4,Calm
final_dataset\happy_15083.jpg,4,Calm
final_dataset\happy_15077.jpg,1,Stressed
final_dataset\happy_15081.jpg,1,Stressed
final_dataset\happy_15079.jpg,4,Calm
final_dataset\happy_15080.jpg,0,Surprised
final_dataset\happy_15088.jpg,2,Neutral
final_dataset\happy_15089.jpg,2,Neutral
final_dataset\happy_15090.jpg,2,Neutral
final_dataset\happy_15084.jpg,0,Surprised
final_dataset\happy_15086.jpg,2,Neutral
final_dataset\happy_15085.jpg,4,Calm
final_dataset\happy_15087.jpg,3,Angry
final_dataset\happy_15091.jpg,2,Neutral
final_dataset\happy_15092.jpg,4,Calm
final_dataset\happy_15094.jpg,0,Surprised
final_dataset\happy_15093.jpg,2,Neutral
final_dataset\happy_15095.jpg,2,Neutral
final_dataset\happy_15099.jpg,4,Calm
final_dataset\happy_15096.jpg,2,Neutral
final_dataset\happy_15098.jpg,1,Stressed
final_dataset\happy_15097.jpg,2,Neutral
final_dataset\happy_15102.jpg,2,Neutral
final_dataset\happy_15107.jpg,2,Neutral
final_dataset\happy_15100.jpg,4,Calm
final_dataset\happy_15109.jpg,3,Angry
final_dataset\happy_15101.jpg,2,Neutral
final_dataset\happy_15103.jpg,0,Surprised
final_dataset\happy_15104.jpg,3,Angry
final_dataset\happy_15105.jpg,2,Neutral
final_dataset\happy_15108.jpg,4,Calm
final_dataset\happy_15111.jpg,3,Angry
final_dataset\happy_15106.jpg,2,Neutral
final_dataset\happy_15116.jpg,0,Surprised
final_dataset\happy_15110.jpg,4,Calm
final_dataset\happy_15112.jpg,2,Neutral
final_dataset\happy_15113.jpg,2,Neutral
final_dataset\happy_15114.jpg,1,Stressed
final_dataset\happy_15115.jpg,3,Angry
final_dataset\happy_15120.jpg,2,Neutral
final_dataset\happy_15125.jpg,1,Stressed
final_dataset\happy_15118.jpg,4,Calm
final_dataset\happy_15117.jpg,0,Surprised
final_dataset\happy_15119.jpg,0,Surprised
final_dataset\happy_15121.jpg,1,Stressed
final_dataset\happy_15123.jpg,4,Calm
final_dataset\happy_15122.jpg,4,Calm
final_dataset\happy_15126.jpg,1,Stressed
final_dataset\happy_15124.jpg,0,Surprised
final_dataset\happy_15127.jpg,2,Neutral
final_dataset\happy_15128.jpg,2,Neutral
final_dataset\happy_15129.jpg,2,Neutral
final_dataset\happy_15130.jpg,2,Neutral
final_dataset\happy_15134.jpg,4,Calm
final_dataset\happy_15133.jpg,1,Stressed
final_dataset\happy_15131.jpg,4,Calm
final_dataset\happy_15138.jpg,1,Stressed
final_dataset\happy_15132.jpg,1,Stressed
final_dataset\happy_15135.jpg,4,Calm
final_dataset\happy_15141.jpg,5,Sad
final_dataset\happy_15136.jpg,1,Stressed
final_dataset\happy_15137.jpg,1,Stressed
final_dataset\happy_15139.jpg,2,Neutral
final_dataset\happy_15140.jpg,4,Calm
final_dataset\happy_15142.jpg,4,Calm
final_dataset\happy_15143.jpg,2,Neutral
final_dataset\happy_15144.jpg,4,Calm
final_dataset\happy_15145.jpg,2,Neutral
final_dataset\happy_15147.jpg,1,Stressed
final_dataset\happy_15146.jpg,2,Neutral
final_dataset\happy_15150.jpg,1,Stressed
final_dataset\happy_15148.jpg,4,Calm
final_dataset\happy_15154.jpg,4,Calm
final_dataset\happy_15157.jpg,1,Stressed
final_dataset\happy_15152.jpg,0,Surprised
final_dataset\happy_15149.jpg,1,Stressed
final_dataset\happy_15156.jpg,4,Calm
final_dataset\happy_15151.jpg,2,Neutral
final_dataset\happy_15153.jpg,2,Neutral
final_dataset\happy_15161.jpg,1,Stressed
final_dataset\happy_15155.jpg,2,Neutral
final_dataset\happy_15163.jpg,3,Angry
final_dataset\happy_15164.jpg,4,Calm
final_dataset\happy_15158.jpg,1,Stressed
final_dataset\happy_15159.jpg,2,Neutral
final_dataset\happy_15160.jpg,2,Neutral
final_dataset\happy_15162.jpg,5,Sad
final_dataset\happy_15166.jpg,4,Calm
final_dataset\happy_15169.jpg,4,Calm
final_dataset\happy_15165.jpg,2,Neutral
final_dataset\happy_15167.jpg,2,Neutral
final_dataset\happy_15168.jpg,2,Neutral
final_dataset\happy_15170.jpg,2,Neutral
final_dataset\happy_15174.jpg,4,Calm
final_dataset\happy_15172.jpg,4,Calm
final_dataset\happy_15173.jpg,1,Stressed
final_dataset\happy_15175.jpg,4,Calm
final_dataset\happy_15171.jpg,2,Neutral
final_dataset\happy_15180.jpg,2,Neutral
final_dataset\happy_15176.jpg,1,Stressed
final_dataset\happy_15177.jpg,0,Surprised
final_dataset\happy_15178.jpg,6,Happy
final_dataset\happy_15183.jpg,2,Neutral
final_dataset\happy_15179.jpg,4,Calm
final_dataset\happy_15181.jpg,3,Angry
final_dataset\happy_15187.jpg,2,Neutral
final_dataset\happy_15184.jpg,3,Angry
final_dataset\happy_15182.jpg,2,Neutral
final_dataset\happy_15185.jpg,1,Stressed
final_dataset\happy_15186.jpg,2,Neutral
final_dataset\happy_15190.jpg,0,Surprised
final_dataset\happy_15188.jpg,0,Surprised
final_dataset\happy_15189.jpg,3,Angry
final_dataset\happy_15192.jpg,2,Neutral
final_dataset\happy_15196.jpg,5,Sad
final_dataset\happy_15193.jpg,0,Surprised
final_dataset\happy_15191.jpg,1,Stressed
final_dataset\happy_15194.jpg,2,Neutral
final_dataset\happy_15195.jpg,4,Calm
final_dataset\happy_15200.jpg,4,Calm
final_dataset\happy_15201.jpg,2,Neutral
final_dataset\happy_15197.jpg,3,Angry
final_dataset\happy_15198.jpg,1,Stressed
final_dataset\happy_15199.jpg,4,Calm
final_dataset\happy_15203.jpg,4,Calm
final_dataset\happy_15202.jpg,0,Surprised
final_dataset\happy_15206.jpg,0,Surprised
final_dataset\happy_15208.jpg,4,Calm
final_dataset\happy_15204.jpg,4,Calm
final_dataset\happy_15205.jpg,2,Neutral
final_dataset\happy_15212.jpg,1,Stressed
final_dataset\happy_15207.jpg,0,Surprised
final_dataset\happy_15215.jpg,4,Calm
final_dataset\happy_15209.jpg,4,Calm
final_dataset\happy_15210.jpg,3,Angry
final_dataset\happy_15211.jpg,0,Surprised
final_dataset\happy_15213.jpg,0,Surprised
final_dataset\happy_15218.jpg,2,Neutral
final_dataset\happy_15216.jpg,4,Calm
final_dataset\happy_15214.jpg,2,Neutral
final_dataset\happy_15217.jpg,2,Neutral
final_dataset\happy_15222.jpg,4,Calm
final_dataset\happy_15221.jpg,2,Neutral
final_dataset\happy_15219.jpg,2,Neutral
final_dataset\happy_15220.jpg,2,Neutral
final_dataset\happy_15223.jpg,0,Surprised
final_dataset\happy_15227.jpg,1,Stressed
final_dataset\happy_15226.jpg,0,Surprised
final_dataset\happy_15228.jpg,2,Neutral
final_dataset\happy_15224.jpg,2,Neutral
final_dataset\happy_15225.jpg,2,Neutral
final_dataset\happy_15234.jpg,0,Surprised
final_dataset\happy_15231.jpg,3,Angry
final_dataset\happy_15229.jpg,1,Stressed
final_dataset\happy_15230.jpg,4,Calm
final_dataset\happy_15232.jpg,1,Stressed
final_dataset\happy_15233.jpg,0,Surprised
final_dataset\happy_15236.jpg,2,Neutral
final_dataset\happy_15240.jpg,4,Calm
final_dataset\happy_15241.jpg,6,Happy
final_dataset\happy_15239.jpg,6,Happy
final_dataset\happy_15235.jpg,6,Happy
final_dataset\happy_15243.jpg,4,Calm
final_dataset\happy_15238.jpg,3,Angry
final_dataset\happy_15237.jpg,2,Neutral
final_dataset\happy_15248.jpg,0,Surprised
final_dataset\happy_15242.jpg,0,Surprised
final_dataset\happy_15245.jpg,4,Calm
final_dataset\happy_15246.jpg,2,Neutral
final_dataset\happy_15244.jpg,2,Neutral
final_dataset\happy_15247.jpg,1,Stressed
final_dataset\happy_15250.jpg,1,Stressed
final_dataset\happy_15249.jpg,3,Angry
final_dataset\happy_15251.jpg,2,Neutral
final_dataset\happy_15257.jpg,2,Neutral
final_dataset\happy_15252.jpg,1,Stressed
final_dataset\happy_15254.jpg,1,Stressed
final_dataset\happy_15253.jpg,1,Stressed
final_dataset\happy_15256.jpg,0,Surprised
final_dataset\happy_15255.jpg,3,Angry
final_dataset\happy_15260.jpg,3,Angry
final_dataset\happy_15258.jpg,4,Calm
final_dataset\happy_15265.jpg,2,Neutral
final_dataset\happy_15263.jpg,4,Calm
final_dataset\happy_15259.jpg,4,Calm
final_dataset\happy_15264.jpg,5,Sad
final_dataset\happy_15261.jpg,4,Calm
final_dataset\happy_15262.jpg,4,Calm
final_dataset\happy_15269.jpg,2,Neutral
final_dataset\happy_15268.jpg,0,Surprised
final_dataset\happy_15266.jpg,4,Calm
final_dataset\happy_15275.jpg,1,Stressed
final_dataset\happy_15267.jpg,2,Neutral
final_dataset\happy_15276.jpg,2,Neutral
final_dataset\happy_15270.jpg,2,Neutral
final_dataset\happy_15271.jpg,2,Neutral
final_dataset\happy_15272.jpg,2,Neutral
final_dataset\happy_15278.jpg,2,Neutral
final_dataset\happy_15273.jpg,2,Neutral
final_dataset\happy_15274.jpg,2,Neutral
final_dataset\happy_15283.jpg,0,Surprised
final_dataset\happy_15277.jpg,1,Stressed
final_dataset\happy_15279.jpg,3,Angry
final_dataset\happy_15282.jpg,2,Neutral
final_dataset\happy_15281.jpg,2,Neutral
final_dataset\happy_15280.jpg,4,Calm
final_dataset\happy_15287.jpg,4,Calm
final_dataset\happy_15285.jpg,3,Angry
final_dataset\happy_15284.jpg,3,Angry
final_dataset\happy_15292.jpg,2,Neutral
final_dataset\happy_15286.jpg,2,Neutral
final_dataset\happy_15288.jpg,2,Neutral
final_dataset\happy_15291.jpg,0,Surprised
final_dataset\happy_15290.jpg,1,Stressed
final_dataset\happy_15289.jpg,3,Angry
final_dataset\happy_15293.jpg,4,Calm
final_dataset\happy_15295.jpg,2,Neutral
final_dataset\happy_15294.jpg,1,Stressed
final_dataset\happy_15297.jpg,4,Calm
final_dataset\happy_15300.jpg,2,Neutral
final_dataset\happy_15296.jpg,4,Calm
final_dataset\happy_15298.jpg,1,Stressed
final_dataset\happy_15303.jpg,1,Stressed
final_dataset\happy_15305.jpg,4,Calm
final_dataset\happy_15304.jpg,5,Sad
final_dataset\happy_15306.jpg,0,Surprised
final_dataset\happy_15307.jpg,6,Happy
final_dataset\happy_15299.jpg,6,Happy
final_dataset\happy_15301.jpg,2,Neutral
final_dataset\happy_15302.jpg,4,Calm
final_dataset\happy_15315.jpg,6,Happy
final_dataset\happy_15310.jpg,4,Calm
final_dataset\happy_15308.jpg,4,Calm
final_dataset\happy_15314.jpg,3,Angry
final_dataset\happy_15309.jpg,1,Stressed
final_dataset\happy_15311.jpg,4,Calm
final_dataset\happy_15313.jpg,2,Neutral
final_dataset\happy_15312.jpg,3,Angry
final_dataset\happy_15316.jpg,1,Stressed
final_dataset\happy_15318.jpg,2,Neutral
final_dataset\happy_15317.jpg,1,Stressed
final_dataset\happy_15323.jpg,0,Surprised
final_dataset\happy_15320.jpg,4,Calm
final_dataset\happy_15326.jpg,4,Calm
final_dataset\happy_15319.jpg,0,Surprised
final_dataset\happy_15327.jpg,1,Stressed
final_dataset\happy_15322.jpg,1,Stressed
final_dataset\happy_15321.jpg,2,Neutral
final_dataset\happy_15328.jpg,4,Calm
final_dataset\happy_15325.jpg,1,Stressed
final_dataset\happy_15324.jpg,2,Neutral
final_dataset\happy_15334.jpg,1,Stressed
final_dataset\happy_15337.jpg,4,Calm
final_dataset\happy_15331.jpg,2,Neutral
final_dataset\happy_15332.jpg,0,Surprised
final_dataset\happy_15329.jpg,0,Surprised
final_dataset\happy_15330.jpg,1,Stressed
final_dataset\happy_15333.jpg,2,Neutral
final_dataset\happy_15335.jpg,6,Happy
final_dataset\happy_15336.jpg,4,Calm
final_dataset\happy_15343.jpg,4,Calm
final_dataset\happy_15340.jpg,1,Stressed
final_dataset\happy_15339.jpg,2,Neutral
final_dataset\happy_15341.jpg,4,Calm
final_dataset\happy_15344.jpg,2,Neutral
final_dataset\happy_15338.jpg,2,Neutral
final_dataset\happy_15349.jpg,2,Neutral
final_dataset\happy_15345.jpg,2,Neutral
final_dataset\happy_15342.jpg,1,Stressed
final_dataset\happy_15346.jpg,0,Surprised
final_dataset\happy_15350.jpg,6,Happy
final_dataset\happy_15347.jpg,4,Calm
final_dataset\happy_15348.jpg,3,Angry
final_dataset\happy_15352.jpg,3,Angry
final_dataset\happy_15357.jpg,4,Calm
final_dataset\happy_15351.jpg,2,Neutral
final_dataset\happy_15353.jpg,4,Calm
final_dataset\happy_15354.jpg,4,Calm
final_dataset\happy_15360.jpg,3,Angry
final_dataset\happy_15356.jpg,0,Surprised
final_dataset\happy_15355.jpg,1,Stressed
final_dataset\happy_15358.jpg,1,Stressed
final_dataset\happy_15359.jpg,4,Calm
final_dataset\happy_15363.jpg,1,Stressed
final_dataset\happy_15361.jpg,1,Stressed
final_dataset\happy_15366.jpg,2,Neutral
final_dataset\happy_15371.jpg,4,Calm
final_dataset\happy_15362.jpg,4,Calm
final_dataset\happy_15364.jpg,2,Neutral
final_dataset\happy_15365.jpg,1,Stressed
final_dataset\happy_15367.jpg,4,Calm
final_dataset\happy_15368.jpg,3,Angry
final_dataset\happy_15370.jpg,4,Calm
final_dataset\happy_15369.jpg,1,Stressed
final_dataset\happy_15376.jpg,1,Stressed
final_dataset\happy_15372.jpg,4,Calm
final_dataset\happy_15373.jpg,4,Calm
final_dataset\happy_15374.jpg,4,Calm
final_dataset\happy_15375.jpg,4,Calm
final_dataset\happy_15379.jpg,4,Calm
final_dataset\happy_15377.jpg,1,Stressed
final_dataset\happy_15384.jpg,1,Stressed
final_dataset\happy_15378.jpg,1,Stressed
final_dataset\happy_15380.jpg,2,Neutral
final_dataset\happy_15387.jpg,1,Stressed
final_dataset\happy_15386.jpg,0,Surprised
final_dataset\happy_15381.jpg,1,Stressed
final_dataset\happy_15383.jpg,2,Neutral
final_dataset\happy_15382.jpg,1,Stressed
final_dataset\happy_15385.jpg,3,Angry
final_dataset\happy_15389.jpg,6,Happy
final_dataset\happy_15392.jpg,1,Stressed
final_dataset\happy_15388.jpg,2,Neutral
final_dataset\happy_15391.jpg,3,Angry
final_dataset\happy_15390.jpg,1,Stressed
final_dataset\happy_15395.jpg,1,Stressed
final_dataset\happy_15393.jpg,2,Neutral
final_dataset\happy_15401.jpg,0,Surprised
final_dataset\happy_15398.jpg,2,Neutral
final_dataset\happy_15399.jpg,4,Calm
final_dataset\happy_15394.jpg,4,Calm
final_dataset\happy_15396.jpg,2,Neutral
final_dataset\happy_15400.jpg,4,Calm
final_dataset\happy_15397.jpg,0,Surprised
final_dataset\happy_15408.jpg,4,Calm
final_dataset\happy_15402.jpg,4,Calm
final_dataset\happy_15407.jpg,3,Angry
final_dataset\happy_15406.jpg,0,Surprised
final_dataset\happy_15403.jpg,4,Calm
final_dataset\happy_15404.jpg,1,Stressed
final_dataset\happy_15405.jpg,1,Stressed
final_dataset\happy_15410.jpg,4,Calm
final_dataset\happy_15409.jpg,4,Calm
final_dataset\happy_15416.jpg,1,Stressed
final_dataset\happy_15412.jpg,0,Surprised
final_dataset\happy_15413.jpg,4,Calm
final_dataset\happy_15411.jpg,4,Calm
final_dataset\happy_15414.jpg,3,Angry
final_dataset\happy_15415.jpg,1,Stressed
final_dataset\happy_15419.jpg,2,Neutral
final_dataset\happy_15417.jpg,1,Stressed
final_dataset\happy_15418.jpg,2,Neutral
final_dataset\happy_15420.jpg,2,Neutral
final_dataset\happy_15424.jpg,4,Calm
final_dataset\happy_15423.jpg,2,Neutral
final_dataset\happy_15422.jpg,2,Neutral
final_dataset\happy_15421.jpg,2,Neutral
final_dataset\happy_15425.jpg,2,Neutral
final_dataset\happy_15426.jpg,1,Stressed
final_dataset\happy_15427.jpg,1,Stressed
final_dataset\happy_15432.jpg,0,Surprised
final_dataset\happy_15428.jpg,2,Neutral
final_dataset\happy_15434.jpg,2,Neutral
final_dataset\happy_15429.jpg,0,Surprised
final_dataset\happy_15431.jpg,1,Stressed
final_dataset\happy_15437.jpg,2,Neutral
final_dataset\happy_15430.jpg,2,Neutral
final_dataset\happy_15439.jpg,3,Angry
final_dataset\happy_15433.jpg,1,Stressed
final_dataset\happy_15438.jpg,5,Sad
final_dataset\happy_15440.jpg,2,Neutral
final_dataset\happy_15435.jpg,2,Neutral
final_dataset\happy_15441.jpg,4,Calm
final_dataset\happy_15436.jpg,2,Neutral
final_dataset\happy_15447.jpg,4,Calm
final_dataset\happy_15446.jpg,1,Stressed
final_dataset\happy_15444.jpg,1,Stressed
final_dataset\happy_15445.jpg,1,Stressed
final_dataset\happy_15443.jpg,2,Neutral
final_dataset\happy_15442.jpg,2,Neutral
final_dataset\happy_15450.jpg,0,Surprised
final_dataset\happy_15448.jpg,4,Calm
final_dataset\happy_15449.jpg,1,Stressed
final_dataset\happy_15454.jpg,4,Calm
final_dataset\happy_15455.jpg,2,Neutral
final_dataset\happy_15451.jpg,1,Stressed
final_dataset\happy_15452.jpg,0,Surprised
final_dataset\happy_15453.jpg,2,Neutral
final_dataset\happy_15456.jpg,1,Stressed
final_dataset\happy_15462.jpg,2,Neutral
final_dataset\happy_15463.jpg,0,Surprised
final_dataset\happy_15460.jpg,4,Calm
final_dataset\happy_15458.jpg,0,Surprised
final_dataset\happy_15459.jpg,6,Happy
final_dataset\happy_15457.jpg,0,Surprised
final_dataset\happy_15466.jpg,1,Stressed
final_dataset\happy_15461.jpg,4,Calm
final_dataset\happy_15464.jpg,2,Neutral
final_dataset\happy_15467.jpg,5,Sad
final_dataset\happy_15465.jpg,2,Neutral
final_dataset\happy_15471.jpg,3,Angry
final_dataset\happy_15468.jpg,2,Neutral
final_dataset\happy_15470.jpg,0,Surprised
final_dataset\happy_15469.jpg,1,Stressed
final_dataset\happy_15473.jpg,0,Surprised
final_dataset\happy_15472.jpg,4,Calm
final_dataset\happy_15479.jpg,4,Calm
final_dataset\happy_15477.jpg,2,Neutral
final_dataset\happy_15474.jpg,1,Stressed
final_dataset\happy_15475.jpg,2,Neutral
final_dataset\happy_15476.jpg,0,Surprised
final_dataset\happy_15482.jpg,4,Calm
final_dataset\happy_15480.jpg,0,Surprised
final_dataset\happy_15478.jpg,2,Neutral
final_dataset\happy_15481.jpg,1,Stressed
final_dataset\happy_15486.jpg,2,Neutral
final_dataset\happy_15483.jpg,3,Angry
final_dataset\happy_15484.jpg,4,Calm
final_dataset\happy_15487.jpg,0,Surprised
final_dataset\happy_15485.jpg,4,Calm
final_dataset\happy_15491.jpg,2,Neutral
final_dataset\happy_15494.jpg,2,Neutral
final_dataset\happy_15489.jpg,2,Neutral
final_dataset\happy_15490.jpg,1,Stressed
final_dataset\happy_15488.jpg,1,Stressed
final_dataset\happy_15496.jpg,4,Calm
final_dataset\happy_15492.jpg,3,Angry
final_dataset\happy_15493.jpg,4,Calm
final_dataset\happy_15495.jpg,2,Neutral
final_dataset\happy_15501.jpg,1,Stressed
final_dataset\happy_15503.jpg,5,Sad
final_dataset\happy_15504.jpg,1,Stressed
final_dataset\happy_15507.jpg,2,Neutral
final_dataset\happy_15497.jpg,4,Calm
final_dataset\happy_15505.jpg,2,Neutral
final_dataset\happy_15498.jpg,4,Calm
final_dataset\happy_15499.jpg,3,Angry
final_dataset\happy_15500.jpg,4,Calm
final_dataset\happy_15508.jpg,4,Calm
final_dataset\happy_15502.jpg,1,Stressed
final_dataset\happy_15506.jpg,6,Happy
final_dataset\happy_15513.jpg,2,Neutral
final_dataset\happy_15516.jpg,1,Stressed
final_dataset\happy_15517.jpg,2,Neutral
final_dataset\happy_15510.jpg,4,Calm
final_dataset\happy_15509.jpg,4,Calm
final_dataset\happy_15511.jpg,1,Stressed
final_dataset\happy_15512.jpg,1,Stressed
final_dataset\happy_15514.jpg,0,Surprised
final_dataset\happy_15515.jpg,0,Surprised
final_dataset\happy_15520.jpg,2,Neutral
final_dataset\happy_15523.jpg,1,Stressed
final_dataset\happy_15519.jpg,1,Stressed
final_dataset\happy_15518.jpg,1,Stressed
final_dataset\happy_15521.jpg,0,Surprised
final_dataset\happy_15522.jpg,1,Stressed
final_dataset\happy_15524.jpg,2,Neutral
final_dataset\happy_15526.jpg,4,Calm
final_dataset\happy_15525.jpg,3,Angry
final_dataset\happy_15530.jpg,0,Surprised
final_dataset\happy_15527.jpg,4,Calm
final_dataset\happy_15529.jpg,2,Neutral
final_dataset\happy_15528.jpg,1,Stressed
final_dataset\happy_15534.jpg,2,Neutral
final_dataset\happy_15531.jpg,4,Calm
final_dataset\happy_15532.jpg,1,Stressed
final_dataset\happy_15539.jpg,6,Happy
final_dataset\happy_15533.jpg,2,Neutral
final_dataset\happy_15536.jpg,2,Neutral
final_dataset\happy_15535.jpg,2,Neutral
final_dataset\happy_15537.jpg,2,Neutral
final_dataset\happy_15543.jpg,1,Stressed
final_dataset\happy_15544.jpg,1,Stressed
final_dataset\happy_15545.jpg,3,Angry
final_dataset\happy_15538.jpg,4,Calm
final_dataset\happy_15542.jpg,1,Stressed
final_dataset\happy_15546.jpg,0,Surprised
